Title,Link,Date,Content,Sentiment,Last_Name,Full_Name,Formatted_Date
Senior-most Justice Raut recommended for Chief Justice,https://myrepublica.nagariknetwork.com/news/senior-most-justice-raut-recommended-for-chief-justice/,"Published On: 
                                                    September 17, 2024 12:55 PM NPT
                                                                                                            By: Republica",No content,Negative,Raut,Raut,2024-09-17 12:55:00
Bagmati Province Assembly meeting to be held on Sept 22,https://myrepublica.nagariknetwork.com/news/bagmati-province-assembly-meeting-to-be-held-on-sept-22/,"Published On: 
                                                    September 17, 2024 12:20 PM NPT
                                                                                                            By: Republica",No content,Negative,,,2024-09-17 12:20:00
Parliamentary probe committee says 40 cooperatives embezzled at least Rs 87 billion of their depositors' saving,https://myrepublica.nagariknetwork.com/news/parliamentary-probe-committee-says-40-cooperatives-embezzled-at-least-rs-87-billion-of-their-depositors-saving/,"Published On: 
                                                    September 17, 2024 10:45 AM NPT
                                                                                                            By: Republica",No content,Negative,,,2024-09-17 10:45:00
Proposal to split CAAN’s role as aviation service provider and regulator presented to Cabinet: Minister Pandey,https://myrepublica.nagariknetwork.com/news/proposal-to-split-caan-s-role-as-aviation-service-provider-and-regulator-presented-to-cabinet-minister-pandey/,"Published On: 
                                                    September 17, 2024 10:15 AM NPT
                                                                                                            By: Republica","KATHMANDU, Sept 17: Badri Pandey, the minister for culture, tourism, and civil aviation, has announced the submission of a proposal to the Cabinet to form a high-level investigation committee to probe air accidents as well as draft a bill to separate the regulatory and service-providing roles of the Civil Aviation Authority of Nepal (CAAN). On Monday, Minister Pandey informed Republica that the proposal for a high-level investigation committee, chaired by a former Supreme Court justice, has been submitted to the Council of Ministers. Stating that there are ongoing efforts at the inter-ministerial level to ensure the successful operation of Gautam Buddha International Airport and Pokhara Regional International Airport, Minister Pandey said that the study report prepared by the previous task force will be taken as a reference by the proposed investigation committee. He emphasized to have faith that the recommendations from the studies would be implemented. Minister Pandey also said that a public importance proposal concerning air accidents had been registered and discussed in the Federal Parliament. He said that the ministry and its subordinate bodies are making progress by improving institutional and structural aspects.",Positive,Pandey,Badri Pandey,2024-09-17 10:15:00
Land Commission to be formed within a month: Minister Adhikari,https://myrepublica.nagariknetwork.com/news/land-commission-to-be-formed-within-a-month-minister-adhikari/,"Published On: 
                                                    September 17, 2024 09:45 AM NPT
                                                                                                            By: Republica","KATHMANDU, Sept 17: Minister for Land Management, Cooperatives and Poverty Alleviation, Balram Adhikari, has expressed the government’s commitment to form the much-demanded Land Commission within a month to foster and facilitate agriculture-related entrepreneurial mindset across the nation. Addressing the 11th General Assembly of the Asian Farmers' Association (AFA) in Kathmandu, Minister Adhikari said that the ministry has prepared to amend the law for the formation of the commission within a month. “When the individuals involved in agriculture and land become entrepreneurial, we will observe a positive change in the lives of farmers and the entire nation,” he said, “To facilitate such entrepreneurial mindset, we will form a Land Commission within a month.” Minister Ahikari added that Nepal will not progress unless the farmers are well-equipped for their agricultural activities. ""We are attempting to formulate a good policy and implement it on time,” he said. He asserted that the problems of the farmers will only be addressed when farmers take the initiative to become leaders. Highlighting the need for working on climate resilience, Minister Adhikari also discussed the notable negative impact of climate change and global warming on the agricultural sector. “Discussions between experts in agriculture and land in different countries can help us find general solutions to the existent negative effect of climate change in our agriculture and land sectors,” he said, “However, the environment, climate, geography, and land of Nepal needs to be considered while formulating policies to mitigate the effects of climate change in Nepal.” Stating that achieving the constitutionally guaranteed right to adequate food is becoming a challenge due to the impact of climate change on the agricultural sector, Minister Adhikari claimed that addressing the needs of the farmers is another key step to ensuring food security in Nepal. “Food security is a looming problem for our country,” he said, “Unless the needs of the farmers are addressed, the problem of food security will eventually affect our country’s entire economy.” He added that the bureaucrats in the ministry are working diligently to secure the general public’s constitutionally guaranteed right to adequate food. The two-day general assembly of the AFA being held in the capital is being attended by over 150 representatives from 22 farmer-related organizations of 19 countries. A five-day Regional Farmers Workshop will follow the general assembly. Minister Adhikari lauded the nature of the program, emphasizing the need for farmers from Asian countries to come together for solving agriculture-related problems.",Neutral,Adhikari,Balram Adhikari,2024-09-17 09:45:00
Foreign Minister Rana off to Canada to participate in the meeting of women foreign ministers,https://myrepublica.nagariknetwork.com/news/foreign-minister-rana-off-to-canada-to-participate-in-the-meeting-of-women-foreign-ministers/,"Published On: 
                                                    September 17, 2024 09:15 AM NPT
                                                                                                            By: Republica",No content,Negative,Rana,Rana,2024-09-17 09:15:00
Current session of both houses of Federal Parliament prorogued,https://myrepublica.nagariknetwork.com/news/current-session-of-both-houses-of-federal-parliament-prorogued/,"Published On: 
                                                    September 17, 2024 08:39 AM NPT
                                                                                                            By: Republica","KATHMANDU, Sept 17: The current session of both houses of the Federal Parliament was prorogued. President Ram Chandra Paudel, on the recommendation of the government, ended the session effective from Monday midnight. A statement issued by the Office of the President reads, ""In accordance with Article 93, Clause (2) of the Constitution of Nepal, on the recommendation of the Council of Ministers dated 2081/05/30 (September 15, 2024), the ongoing session of both houses of the Federal Parliament has been ended from 12:00 AM on Monday, Bhadra 3, 2081 BS (September 16, 2024)."" This is the fourth session of the House of Representatives and the sixteenth session of the National Assembly. The ongoing sessions of both houses had begun on May 10. In this budget session, 56 meetings of the HoR were held in 53 days and the session continued for 130 days, Speaker Ghimire said. In this session of the HoR, eight governmental and one non-governmental bills were registered and five of them were passed by both HoR and National Assembly, while three others are under consideration in parliamentary committees, Ghimire added.",Negative,,,2024-09-17 08:39:00
Ruling alliance steps back from ousting Deputy Speaker Rana,https://myrepublica.nagariknetwork.com/news/ruling-alliance-steps-back-from-ousting-deputy-speaker-rana/,"Published On: 
                                                    September 17, 2024 08:15 AM NPT
                                                                                                            By: Kamal Bista","KATHMANDU, Sept 17: The ruling alliance appears to have stepped back from its plan to remove Deputy Speaker of the House of Representatives (HoR) Indira Rana over a letter she wrote to the US Embassy, requesting a visa interview for individuals unrelated to her office. The ruling party CPN-UML, which had initially proposed removing Rana, citing her failure to maintain the decorum of her office, seems to have softened its stance. Mahesh Bartaula, Chief whip of UML’s parliamentary caucus, informed Republica that the removal effort is not currently on the agenda and accused the opposition of fabricating the issue. At a meeting of the ruling alliance held at Baluwatar on September 9, Prime Minister KP Sharma Oli had proposed Rana's removal, which garnered the support of the coalition partners at the time. The following day’s meeting of the House of Representatives (HoR) saw a heated debate on Rana's removal. UML lawmakers called for her resignation on moral grounds, urging her to step down to pave way for a new deputy speaker while lawmakers from the major opposition parties Rastriya Swatantra Party (RSP) and CPN (Maoist Centre), not only opposed the move but also threatened to hit the street with protests if the ruling alliance proceeded with her ouster. Chief whip Bartaula clarified that the questions raised by UML leaders were not intended to oust Rana but rather to raise the issue at parliament. “Questions were raised in parliament about the Deputy Speaker's conduct being incompatible with her office,” he informed Republica, “The House will decide accordingly.” In a recent statement, Deputy Speaker Rana claimed that PM Oli has assured her that the issue has been settled. Speaking to a group of journalists after the meeting of the Constitutional Council (CC) on Friday, Deputy Speaker Rana said she had discussed the matter of her potential removal with the PM. “I brought up the issue, and the PM said, ‘You are a member of the CC. Let's not discuss market rumors. Let them stay in the market,’” she said. Rana also clarified that the letter in question had never reached the embassy, nor had the individuals traveled to the US. “In fact, the letter hasn't even been registered,” she added. Another key party in the ruling coalition, the Nepali Congress (NC), also appears to have withdrawn from the issue for now. On Wednesday, the NC had issued a whip instructing lawmakers not to leave the Kathmandu Valley, while those outside were directed to return to the capital as preparation for a possible motion to remove Rana. NC Chief whip Shyam Ghimire clarified that directing lawmakers is a common practice within the party. “With the parliament on the verge of adjournment, issuing directives to lawmakers is a normal procedure within the party,” he told Republica. Reports suggest that the proposal to remove Rana, initially made by PM Oli, was influenced by the NC, as the six-member CC does not include a member from the NC. The lack of a clear majority in the CC hampers the ruling coalition’s ability to make constitutional appointments. In the CC, PM Oli and Speaker of the HoR Devraj Ghimire hail from the UML, while National Assembly Chair Narayan Dahal and opposition leader Pushpa Kamal Dahal represent the Maoist Centre. Deputy Speaker Rana is an MP from the RSP, which is also in the opposition. The NC lacks representation in the council. It is also reported that the ruling alliance stepped back from removing Rana as some fringe parties indicated they would not support the removal proposal. According to the constitution, a removal proposal requires two-thirds majority (184 votes) of the 275-member parliament. Without the support of fringe parties like the Janamat Party, Loktantrik Samajwadi Party (LSP) Nepal, and Janata Samajwadi Party (JSP) Nepal, the ruling alliance cannot pass the proposal since the votes of NC and UML together total 167 (88 from NC and 79 from UML). The CK Raut led Janamat Party, an external supporter of the coalition with six seats in the House, did not respond positively to the removal proposal despite initially agreeing with Oli. Speaking to News Agency Nepal on Wednesday, Raut accused the government of trying to remove Rana with malicious intent. He claimed that the government’s goal was to secure a majority in the CC. Another external supporter of the ruling coalition, JSP Nepal, which holds five seats, remained neutral on the issue, stating they would decide if a formal motion for removal is introduced. However, JSP Nepal lawmaker Prakash Adhikari expressed his view that removing Rana would not foster a positive political culture. “The party has not made an official decision on this issue, but personally, I believe it is inappropriate,” he told Republica. He criticized the increasing trend of removing CC members to serve vested political interests. He also acknowledged that Rana made a mistake by misusing her power and failing to uphold the integrity of her position. Sarbendra Nath Shukla, a lawmaker of the LSP Nepal, argued that Rana did not commit a major crime by writing the letter for a visa interview. Shukla remarked that leaders from various parties are engaged in far worse activities than Rana. “This is nothing compared to the gold scandal, the Bhutanese refugee scandal, the 70-crore scandal, and the corruption in the COVID vaccine,” he told Republica, “She committed a wrong act, but it was not a blunder.” Other fringe parties, including the JSP and the Nagarik Unmukti Party, which hold seven and four seats respectively, have not yet issued public statements on whether they support the motion to oust Rana. Deputy Speaker Rana, who was nominated to parliament by the opposition RSP under the indigenous category, courted controversy after a letter dated February 26, 2023, was leaked in July. In the letter, she requested the US embassy to expedite the visa process for her entourage to the 67th session of the Commission on the Status of Women. Her letter sparked discussions in parliament and the broader political landscape.",Negative,Rana,Indira Rana,2024-09-17 08:15:00
Koshi CM to face vote of confidence on September 18,https://myrepublica.nagariknetwork.com/news/koshi-cm-to-face-vote-of-confidence-on-september-18/,"Published On: 
                                                    September 16, 2024 08:50 PM NPT
                                                                                                            By: Binod Subedi","BIRATNAGAR, Sept 16: Koshi Province Chief Minister (CM) Hikmat Kumar Karki is to seek a vote of confidence from the provincial assembly on September 18. After the CPN (Maoist Center) withdrew its support, Karki is set to seek a vote of confidence for a second time. The Maoist Center formally withdrew its support on August 30, following its exit from the Koshi government on July 26. Following the change in the ruling coalition, the government formed with the support of the Maoist Center has now been replaced by a new government led by the CPN-UML, with the participation of the Nepali Congress. Chief Minister Karki is preparing to seek a vote of confidence for a second time under Article 168(5) of the Constitution. The Koshi Provincial Assembly has 93 members, with 40 from Karki's party, CPN-UML, and 29 from the Nepali Congress. There are 13 members from the Maoist Center, six from Rastriya Prajatantra Party (RPP), four from CPN (Unified Socialist), and one from Janata Samajbadi Party (JSP) in the provincial assembly. Chief Minister Karki had previously sought a vote of confidence for the first time on May 31.",Neutral,,,2024-09-16 20:50:00
DPM Singh and WB high officials hold meeting,https://myrepublica.nagariknetwork.com/news/dpm-singh-and-wb-high-officials-hold-meeting/,"Published On: 
                                                    September 16, 2024 08:15 PM NPT
                                                                                                            By: Republica","KATHMANDU, Sept 16: Deputy Prime Minister and Urban Development Minister Prakash Man Singh and the high officials of the World Bank (WB) held a meeting at the Ministry of Urban Development in Singha Durbar on Monday. On the occasion, discussions were held on Nepal Urban Governance and Infrastructure Project run under the ministry in collaboration with the WB. Deputy Prime Minister Singh urged the World Bank to collaborate with the ministry for urban development in the Kathmandu Valley. ""Let the World Bank work on any project in the Kathmandu Valley also this time. Working in the Valley will send a message across the country,"" he added. DPM Singh stressed partnership in managing the Valley's rivers, developing the Valley as a cultural city and in areas of climate change and infrastructure development. World Bank's Operations Manager for the Maldives, Nepal, and Sri Lanka, Preeti Arora, said that the WB is positive about the DPM's proposal to work on a new project in the Kathmandu Valley. RSS",Neutral,Singh,Prakash Man Singh,2024-09-16 20:15:00
Parliamentary Hearing Committee to finalize ambassadorial appointments on Sept 18,https://myrepublica.nagariknetwork.com/news/parliamentary-hearing-committee-to-finalize-ambassadorial-appointments-on-sept-18/,"Published On: 
                                                    September 16, 2024 06:35 PM NPT
                                                                                                            By: Republica",No content,Negative,,,2024-09-16 18:35:00
PM Oli briefs parliament on his UNGA visit,https://myrepublica.nagariknetwork.com/news/pm-oli-briefs-parliament-on-his-unga-visit/,"Published On: 
                                                    September 16, 2024 03:21 PM NPT
                                                                                                            By: Republica","KATHMANDU, Sept 16: Prime Minister KP Sharma Oli today informed the House of Representatives about his participation in the upcoming 79th General Assembly of the United Nations. PM Oli is scheduled to go to the United States by leading a Nepali delegation on September 20 to participate in the 79th United Nations General Assembly (UNGA). Prime Minister Oli also informed the meeting about the issues he will raise in the UNGA. RSS",Positive,Oli,Oli,2024-09-16 15:21:00
Parliamentary committee on cooperative fraud unanimously endorses final report,https://myrepublica.nagariknetwork.com/news/parliamentary-committee-on-cooperative-fraud-unanimously-endorses-final-report/,"Published On: 
                                                    September 16, 2024 02:49 PM NPT
                                                                                                            By: Republica","KATHMANDU, Sept 16: The final report of the parliamentary committee investigating cooperative fraud has been completed, with all seven members signing it, preparing it for submission to parliament. The report was finalized yesterday and was signed by all committee members earlier this morning. Rastriya Swatantra Party (RSP) member Shishir Khanal had earlier questioned the grounds for recommending any action against Rabi Lamichhane in connection with the embezzlement case. While committee members agreed that GB Rai's role was mainly limited to transferring the cooperative’s funds to Gorkha Media, they pointed out that as Managing Director, Rabi Lamichhane allocated the funds for various administrative uses, such as employee salaries. Two members from the Nepali Congress argued for action against Lamichhane for using cooperative funds for media-related expenses, leading to some difficult discussions. However, despite these differences, the committee members reached an agreement and collectively signed the final report.",Negative,,,2024-09-16 14:49:00
"Dr Aryal appointed as vice-chairperson of Lumbini Province Planning Commission, three members also appointed",https://myrepublica.nagariknetwork.com/news/dr-aryal-appointed-as-vice-chairperson-of-lumbini-province-planning-commission-three-members-also-appointed/,"Published On: 
                                                    September 16, 2024 01:50 PM NPT
                                                                                                            By: Devendra Basnet",No content,Negative,Aryal,Aryal,2024-09-16 13:50:00
Newly-elected parliamentary committee chairpersons take oath of office and secrecy,https://myrepublica.nagariknetwork.com/news/newly-elected-parliamentary-committee-chairpersons-take-oath-of-office-and-secrecy/,"Published On: 
                                                    September 16, 2024 01:35 PM NPT
                                                                                                            By: Republica","KATHMANDU, Sept 16: The newly-elected chairpersons of two committees under the National Assembly took oath of office and secrecy on Monday. While Maya Prasad Sharma was elected as the chair of the Public Policy and Delegated Legislation Committee, Tulsa Dahal was elected as the chairperson of the Legislative Management Committee on Monday. Sharma is close to the CPN (Maoist Center), while Dahal is a lawmaker representing the ruling CPN-UML. Narayan Prasad Dahal, chairperson of the National Assembly, administered the oath of office and secrecy to them amidst a special function held on Monday.",Neutral,,,2024-09-16 13:35:00
PM KP Oli addressing HoR (Live),https://myrepublica.nagariknetwork.com/news/pm-kp-oli-addressing-hor-live/,"Published On: 
                                                    September 16, 2024 01:32 PM NPT
                                                                                                            By: Republica","KATHMANDU, Sept 16: Prime Minister KP Oli is addressing the House of Representatives at 1PM today, after the Maoist Center agreed to allow the session to proceed. PM Oli's Secretariat has confirmed his speech today, with the session set to conclude afterward. The Council of Ministers has already recommended ending the annual session, pending formal notification from the President. Today’s agenda includes the Speaker reading a letter from the Prime Minister and Council of Ministers and the presentation of an investigation report by Surya Thapa, head of the Parliamentary Special Committee on Misuse of Cooperative Savings.",Neutral,Oli,KP Oli,2024-09-16 13:32:00
PM Oli to address parliament today,https://myrepublica.nagariknetwork.com/news/pm-oli-to-address-parliament-today/,"Published On: 
                                                    September 16, 2024 12:50 PM NPT
                                                                                                            By: Republica","KATHMANDU, Sept 16: Prime Minister KP Oli will address the House of Representatives at 1 pm today, after the Maoist Center agreed to allow the session to proceed. The previous meeting on Sunday was disrupted by Maoist Center lawmakers protesting CPN-UML MP Yogesh Bhattarai's comments, where he referred to the Maoist armed struggle as 'violence.' This caused the session to be adjourned. PM Oli's Secretariat has confirmed his speech today, with the session set to conclude afterward. The Council of Ministers has already recommended ending the annual session, pending formal notification from the President. Today’s agenda includes the Speaker reading a letter from the Prime Minister and Council of Ministers and the presentation of an investigation report by Surya Thapa, head of the Parliamentary Special Committee on Misuse of Cooperative Savings.",Negative,Oli,KP Oli,2024-09-16 12:50:00
"Cooperative fraud case: Rabi Lamichhane found complicit, Dhanraj Gurung to be investigated",https://myrepublica.nagariknetwork.com/news/cooperative-fraud-case-rabi-lamichhane-found-complicit-dhanraj-gurung-to-be-investigated/,"Published On: 
                                                    September 16, 2024 12:20 PM NPT
                                                                                                            By: Tapendra Karki","KATHMANDU, Sept 16: The parliamentary special investigation committee formed to investigate embezzlement of cooperative funds has concluded that Rabi Lamichhane, chairman of the Rastriya Swatantra Party, was involved in the embezzlement of cooperative funds. The committee meeting, which continued late into the night, concluded that Lamichhane embezzled cooperative funds. ""All the evidence presented to the committee did not show him as innocent,"" a source stated. The committee has determined that Rabi Lamichhane, former Managing Director of Gorkha Media Network and a former home minister, and chairman of Rastriya Swatantra Party (RSP), along with the company's Chairman Gitendra Babu (GB) Rai, and Director Chhabilal Joshi, operated a joint account, disbursed salaries and allowances to employees from the cooperative, and filled out KYC forms at the bank, confirming their signatures on checks. Therefore, the committee has concluded that Lamichhane is not found innocent. ""He does not appear to be cleared of charges. It seems that the money from the cooperative was used to open Gorkha Media and pay salaries and allowances. There are no policies or regulations for using cooperative funds for media purposes. It is also evident that a joint account was operated in two banks,"" said a member of the committee. ""Despite what is said externally, there is no evidence of investment from sources other than the cooperative. The member also mentioned that funds were withdrawn using Lamichhane's signature. “Money was withdrawn through checks signed by Lamichhane,” the source added. During the 9-hour interrogation by the investigation committee, Lamichhane claimed that he was unaware of the investments, income, and expenses of Gorkha Media. Prior to leaving Gorkha Media, he had praised GB Rai, saying that one needs a heart like his. The audit report of the company's investments, loans, and assets also shows signatures of Gitendra Babu (GB) Rai as the chairman and Rabi Lamichhane as the managing director. Like Rai, Lamichhane had transferred the cooperative’s savings to the company, presenting it as his investment, and secured shares from the Company Registrar's Office on April 17, 2020. Lamichhane also mentioned in the documents submitted to the Company Registrar's Office, which include signatures and thumbprints, that he had invested money in the company for 15 percent of the shares. The committee's report was prepared by 2:30 AM. The meeting to finalize the report, which started at 10 AM on Friday, continued until 2:30 AM. Additionally, the meeting decided to send a written request for further investigation into the matter of Nepali Congress Vice-President Dhanraj Gurung. ""Although not mentioned in the terms of reference, the committee has determined that there is a need for investigation since a complaint was received, and a large amount of money is involved, with the Gurung couple being implicated,"" said a member of the committee. Sources claim that parliamentary committee members Shishir Khanal from RSP and Lekhnath Dahal from Maoist Center were trying to protect Lamichhane without naming him directly. ""It seemed that Lekhnath Dahal from Maoist Center was more inclined to protect him than Shishir Khanal from RSP,"" said a committee member. If the committee identifies the guilty parties and submits the report, Lamichhane will have to resign from his position and face investigation. The committee will present the report at today's parliamentary session.",Negative,Gurung,Dhanraj Gurung,2024-09-16 12:20:00
"Foreign Minister Rana leaving for Canada, USA and Qatar visit today",https://myrepublica.nagariknetwork.com/news/foreign-minister-rana-leaving-for-canada-usa-and-qatar-visit-today/,"Published On: 
                                                    September 16, 2024 09:40 AM NPT
                                                                                                            By: Republica",No content,Negative,Rana,Rana,2024-09-16 09:40:00
PM Oli discusses making small digital transactions free,https://myrepublica.nagariknetwork.com/news/pm-oli-discusses-making-small-digital-transactions-free/,"Published On: 
                                                    September 15, 2024 08:18 PM NPT
                                                                                                            By: Republica","KATHMANDU, Sept 15: Prime Minister KP Sharma Oli has initiated discussions with relevant authorities to eliminate fees on small digital transactions. The move follows numerous public complaints, primarily shared through Facebook, regarding the costs linked to mobile banking and digital transfers. In a Facebook post, PM Oli recognized that many Nepalis have become accustomed to cashless transactions for daily financial activities. He expressed concern over the additional fees charged for small transactions, stating, ""Most of us now transfer money digitally, and these extra charges are burdening the public."" The Prime Minister encouraged the public to share their concerns with the government, promising action. ""Keep nudging us, and we will continue to address these issues,"" Oli wrote. Citing an example, Oli referred to a complaint from Abin BK of Jajarkot, who said he spends Rs 2,000 to Rs 2,200 monthly on transaction fees alone, with a charge of Rs 11.30 per transfer. Abin shared, ""I make daily transactions of Rs 50 to Rs 100, about 5-6 times a day, and the fees are eating into my budget."" Currently, mobile banking fees for digital transfers range from Rs 4.52 to Rs 22.60 per transaction, with additional charges for interbank transfers and utility payments. Since the COVID-19 pandemic, these fees have risen as more people switched to digital transactions. Oli highlighted his commitment to addressing the issue by collaborating with the relevant authorities to potentially make small digital transactions free of charge.",Negative,Oli,KP Sharma Oli,2024-09-15 20:18:00
Romanian Ambassador pays farewell call on PM Oli,https://myrepublica.nagariknetwork.com/news/romanian-ambassador-pays-farewell-call-on-pm-oli/,"Published On: 
                                                    September 15, 2024 04:03 PM NPT
                                                                                                            By: Republica","KATHMANDU, Sept 15: The ambassador of Romania to Nepal Daniela-Mariana Sezonov, paid a farewell call on Prime Minister KP Sharma Oli today. During the meeting held at the Office of the Prime Minister and Council of Ministers, Singha Durbar, PM Oli thanked the ambassador for completing her tenure and contributing to the strengthening of the mutual relations between the two nations. The meeting comprised discussions on topics of mutual interest and cooperation, including a proposal for both countries to open their respective embassies in each other's nations. The meeting was attended by the Honorary Consul of Romania to Nepal Narayan Bajaj and officials from the Ministry of Foreign Affairs.",Positive,Oli,Oli,2024-09-15 16:03:00
Meeting of both federal parliament houses underway; set to pass Banking Offenses Bill,https://myrepublica.nagariknetwork.com/news/meeting-of-both-federal-parliament-houses-underway-set-to-pass-banking-offenses-bill/,"Published On: 
                                                    September 15, 2024 03:24 PM NPT
                                                                                                            By: Republica","KATHMANDU, Sept 15: The meeting of both houses of the Federal Parliament is taking place today. The House of Representatives (HoR) meeting in the Federal Parliament Building in New Baneshwar is expected to pass the ‘Banking Offenses and Punishment (Second Amendment) Bill, 2081’ and the ‘Legislation Bill, 2081’ In the meeting, Bishnu Prasad Paudel, the Deputy Prime Minister and Finance Minister, is scheduled to present a proposal that ‘Banking Offenses and Punishment (Second Amendment) Bill, 2081 be passed’. Before that, Finance Minister Paudel will present a proposal that ‘Banking Offenses and Punishment (Second Amendment) Bill, 2080 should be discussed along with the report of the Finance Committee’. Similarly, Ajay Kumar Chaurasiya, the Minister for Law, Justice and Parliamentary Affairs has an agenda to present a proposal that ‘Legislative Management, 2081 should be passed’. Before that, Chaurasia will present a proposal that the Legislation Bill, 2080 originated in the National Assembly along with the report of the Law, Justice and Human Rights Committee should be discussed. According to Padma Prasad Pandey, the general secretary of the Federal Parliament, Prime Minister KP Sharma Oli will present the annual report of the National Information Commission, 2079/80 in the meeting, and Speaker Dev Raj Ghimire is scheduled to read out a letter received from the Office of the Prime Minister and Council of Ministers regarding the responsibilities. In today's meeting, Deputy Prime Minister and Finance Minister Bishnu Prasad Paudel is scheduled to respond to questions related to the Ministry of Finance. During the meeting, Narayan Prasad Dahal, chairperson of National Assembly will provide details regarding a letter received from the Office of the Prime Minister and the Council of Ministers about the responsibilities to the members of the Council of Ministers. In the meeting, Kamala Pant, chairperson of the Development, Economic Affairs and Good Governance Committee is scheduled to submit ‘annual report of Development, Economic Affairs and Good Governance Committee for the year 2080/81’ and Sonam Gelzen Sherpa, chairperson of the Federalism Enablement and National Concerns Committee is scheduled to submit the ‘annual report of the Federalism Enablement and National Concerns Committee for the year 2080/81’ in the meeting Similarly, Dr Surendra Aryal, secretary of the National Assembly, is scheduled to table the message received from the HoR regarding the ‘Public Service Broadcasting Bill, 2077,' which was passed by the National Assembly and sent to the HoR for further consideration. In the meeting, Bidya Bhattarai, Minister for Education, Science and Technology, will present a proposal that ‘Regarding the Nepal University Bill, 2079, which was returned from the HoR with amendments, the amendments made by the HoR should be discussed’ and ‘the amendments made by the HoR, regarding the Nepal University Bill, 2079, which was returned with amendments from the HoR, should be agreed upon.’",Neutral,,,2024-09-15 15:24:00
Parliamentary Hearing Committee meeting adjourned,https://myrepublica.nagariknetwork.com/news/parliamentary-hearing-committee-meeting-adjourned/,"Published On: 
                                                    September 15, 2024 02:40 PM NPT
                                                                                                            By: Republica","KATHMANDU, Sept 15: The meeting of the Parliamentary Hearing Committee (PHC) scheduled to be held today has been postponed. According to the committee’s chair Ishwari Devi Neupane, the meeting scheduled for today has been postponed until further notice. The meeting had an agenda to discuss and decide on the proposed ambassadors for different countries. As the hearing of the ambassadors is over, the next meeting will take the final decision on their recommendations.",Negative,,,2024-09-15 14:40:00
Meeting called by Speaker fails to achieve a breakthrough in ending parliamentary obstruction,https://myrepublica.nagariknetwork.com/news/meeting-called-by-speaker-fails-to-achieve-a-breakthrough-in-ending-parliamentary-obstruction/,"Published On: 
                                                    September 15, 2024 02:20 PM NPT
                                                                                                            By: Republica",No content,Negative,,,2024-09-15 14:20:00
Speaker Ghimire initiates discussions with party whips to resolve House obstruction,https://myrepublica.nagariknetwork.com/news/speaker-ghimire-initiates-discussions-with-party-whips-to-resolve-house-obstruction/,"Published On: 
                                                    September 15, 2024 12:33 PM NPT
                                                                                                            By: Republica","KATHMANDU, Sept 15: Speaker Devraj Ghimire has initiated talks with the chief whips and whips of major political parties to address the ongoing obstruction in the House of Representatives. The discussion is taking place at the Speaker's office in Singha Durbar. Representatives from the Nepali Congress, CPN-UML, CPN (Maoist Center), Rastriya Swatantra Party, and Rastriya Prajatantra Party are participating. The issue arose after Speaker Ghimire ruled that the word ""violence,"" used by UML MP Yogesh Bhattarai in the meeting held on September 11, was not unparliamentary. Maoist Center's Chief Whip Hitraj Pandey objected, leading to protests by Maoist MPs and the adjournment of the session. The Speaker called today's meeting to find a solution and discuss the objections raised by the Maoist Center.",Negative,Ghimire,Devraj Ghimire,2024-09-15 12:33:00
Parliament will be obstructed until disrespectful remarks against Maoist movement are corrected: Dahal,https://myrepublica.nagariknetwork.com/news/parliament-will-be-obstructed-until-disrespectful-remarks-against-maoist-movement-are-corrected-dahal/,"Published On: 
                                                    September 14, 2024 07:50 PM NPT
                                                                                                            By: Binod Subedi",No content,Negative,Dahal,Dahal,2024-09-14 19:50:00
